tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
59729	Taeniopygia guttata	100231819	0	live	STC1		stanniocalcin 1	stanniocalcin-1		22	NC_044234.2	2285762	2295768	minus	4		
59729	Taeniopygia guttata	100231818	0	live	TIE1		tyrosine kinase with immunoglobulin like and EGF like domains 1	tyrosine-protein kinase receptor Tie-1		8	NC_044220.2	10997433	11015701	minus	23		
59729	Taeniopygia guttata	100231807	0	live	CORIN		corin, serine peptidase	atrial natriuretic peptide-converting enzyme		4	NC_044215.2	25271197	25377504	minus	22		
59729	Taeniopygia guttata	100231806	0	live	AP5Z1		adaptor related protein complex 5 subunit zeta 1	AP-5 complex subunit zeta-1|adaptor related protein complex 5 zeta 1 subunit		14	NC_044226.2	4742936	4752352	plus	17		
59729	Taeniopygia guttata	100231804	0	live	RNF144B		ring finger protein 144B	E3 ubiquitin-protein ligase RNF144B		2	NC_044213.2	68323552	68420359	plus	11		
59729	Taeniopygia guttata	100231801	0	live	TSNAX		translin associated factor X	translin-associated protein X		3	NC_044214.2	70454547	70505213	minus	8		
59729	Taeniopygia guttata	100231800	0	live	ZFYVE9		zinc finger FYVE-type containing 9	zinc finger FYVE domain-containing protein 9		8	NC_044220.2	5733708	5790079	minus	19		
59729	Taeniopygia guttata	100231796	0	live	TPPP		tubulin polymerization promoting protein	tubulin polymerization-promoting protein		2	NC_044213.2	72641949	72739228	plus	10		
59729	Taeniopygia guttata	100231795	0	live	PDE10A		phosphodiesterase 10A	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A		3	NC_044214.2	73947332	74287888	plus	25		
59729	Taeniopygia guttata	100231794	0	live	MTG1		mitochondrial ribosome associated GTPase 1	mitochondrial ribosome-associated GTPase 1|GTP-ase like|mitochondrial GTPase 1 homolog		6	NC_044218.2	3623204	3626553	minus	12		
59729	Taeniopygia guttata	100231792	0	live	FRMD1		FERM domain containing 1	FERM domain-containing protein 1		3	NC_044214.2	72897978	72940241	plus	14		
59729	Taeniopygia guttata	100231786	0	live	HELLS		helicase, lymphoid specific	lymphoid-specific helicase		6	NC_044218.2	16059683	16081167	minus	22		
59729	Taeniopygia guttata	100231784	0	live	EXO1		exonuclease 1	exonuclease 1		3	NC_044214.2	66412919	66433539	minus	13		
59729	Taeniopygia guttata	100231783	0	live	ETV3		ETS variant transcription factor 3	ETS translocation variant 3		25	NC_044237.2	2686027	2698108	plus	7		
59729	Taeniopygia guttata	100231782	0	live	MASP1		MBL associated serine protease 1	mannan-binding lectin serine protease 1|mannan binding lectin serine peptidase 1		9	NC_044221.2	15789419	15812330	plus	12		
59729	Taeniopygia guttata	100231781	0	live	FZD4		frizzled class receptor 4	frizzled-4|frizzled family receptor 4|frizzled homolog 4		1	NC_044211.2	33314743	33320710	minus	2		
59729	Taeniopygia guttata	100231778	0	live	SLC6A17		solute carrier family 6 member 17	sodium-dependent neutral amino acid transporter SLC6A17		26	NC_044238.2	4864709	4887281	minus	12		
59729	Taeniopygia guttata	100231777	0	live	SLC7A14		solute carrier family 7 member 14	probable cationic amino acid transporter|solute carrier family 7 (orphan transporter), member 14		9	NC_044221.2	21464431	21493306	plus	9		
59729	Taeniopygia guttata	100231774	0	live	STK38		serine/threonine kinase 38	serine/threonine-protein kinase 38		26	NC_044238.2	4514161	4530083	plus	12		
59729	Taeniopygia guttata	100231771	0	live	TEAD4		TEA domain transcription factor 4	transcriptional enhancer factor TEF-3		1	NC_044211.2	27725849	27776878	minus	15		
59729	Taeniopygia guttata	100231770	0	live	DSEL		dermatan sulfate epimerase like	dermatan-sulfate epimerase-like protein		2	NC_044213.2	96028145	96038991	minus	2		
59729	Taeniopygia guttata	100231767	0	live	APC		APC regulator of WNT signaling pathway	adenomatous polyposis coli protein|APC, WNT signaling pathway regulator		Z	NC_044241.2	22480627	22575110	plus	17		
59729	Taeniopygia guttata	100231766	0	live	EPHA1		EPH receptor A1	ephrin type-A receptor 1|ephrin receptor EphA1		1	NC_044211.2	26726701	26761482	plus	18		
59729	Taeniopygia guttata	100231765	0	live	MIB1		MIB E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase MIB1|mindbomb E3 ubiquitin protein ligase 1|mindbomb homolog 1		2	NC_044213.2	104015219	104089496	plus	22		
59729	Taeniopygia guttata	100231763	0	live	LMOD1		leiomodin 1	leiomodin-1		26	NC_044238.2	6676146	6703356	plus	5		
59729	Taeniopygia guttata	100231760	0	live	RRM2B		ribonucleotide reductase regulatory TP53 inducible subunit M2B	ribonucleoside-diphosphate reductase subunit M2 B		2	NC_044213.2	130708240	130726491	minus	10		
59729	Taeniopygia guttata	100231759	0	live	HELZ		helicase with zinc finger	probable helicase with zinc finger domain		18	NC_044230.2	3395701	3478702	minus	31		
59729	Taeniopygia guttata	100231749	0	live	NT5E		5'-nucleotidase ecto	5'-nucleotidase		3	NC_044214.2	34657022	34683505	plus	9		
59729	Taeniopygia guttata	100231747	0	live	PPM1L		protein phosphatase, Mg2+/Mn2+ dependent 1L	protein phosphatase 1L		9	NC_044221.2	23777369	23830848	plus	4		
59729	Taeniopygia guttata	100231745	0	live	DSCC1		DNA replication and sister chromatid cohesion 1	sister chromatid cohesion protein DCC1|defective in sister chromatid cohesion 1 homolog		2	NC_044213.2	137798340	137812709	minus	9		
59729	Taeniopygia guttata	100231741	0	live	PPARG		peroxisome proliferator activated receptor gamma	peroxisome proliferator-activated receptor gamma|peroxisome proliferative activated receptor gamma		12	NC_044224.2	18524059	18577697	plus	7		
59729	Taeniopygia guttata	100231736	0	live	MON1A		MON1 homolog A, secretory trafficking associated	vacuolar fusion protein MON1 homolog A		12	NC_044224.2	15878853	15884068	minus	6		
59729	Taeniopygia guttata	100231734	0	live	RAB7A		RAB7A, member RAS oncogene family	ras-related protein Rab-7a		12	NC_044224.2	11494731	11515289	plus	7		
59729	Taeniopygia guttata	100231732	0	live	DOCK3		dedicator of cytokinesis 3	dedicator of cytokinesis protein 3		12	NC_044224.2	16120781	16303548	minus	55		
59729	Taeniopygia guttata	100231729	0	live	SMG5		SMG5 nonsense mediated mRNA decay factor	protein SMG5|smg-5 homolog, nonsense mediated mRNA decay factor		25	NC_044237.2	313525	343330	plus	22		
59729	Taeniopygia guttata	100231728	0	live	NPBWR1		neuropeptides B and W receptor 1	LOW QUALITY PROTEIN: neuropeptides B/W receptor type 1|neuropeptides B/W receptor 1		2	NC_044213.2	111666970	111668857	plus	1		
59729	Taeniopygia guttata	100231725	0	live	IL6R		interleukin 6 receptor	interleukin-6 receptor subunit alpha		25	NC_044237.2	217636	222072	minus	9		
59729	Taeniopygia guttata	100231721	0	live	RRM2		ribonucleotide reductase regulatory subunit M2	ribonucleoside-diphosphate reductase subunit M2|ribonucleotide reductase M2 polypeptide		3	NC_044214.2	14992382	14997750	minus	10		
59729	Taeniopygia guttata	100231716	0	live	CLNS1A		chloride nucleotide-sensitive channel 1A	methylosome subunit pICln		1	NC_044211.2	29169706	29182727	minus	7		
59729	Taeniopygia guttata	100231710	0	live	SYTL2		synaptotagmin like 2	synaptotagmin-like protein 2		1	NC_044211.2	31716799	31774488	plus	21		
59729	Taeniopygia guttata	100231708	0	live	ZBTB34		zinc finger and BTB domain containing 34	zinc finger and BTB domain-containing protein 34		17	NC_044229.2	11095709	11110025	plus	3		
59729	Taeniopygia guttata	100231704	0	live	C3AR1		complement C3a receptor 1	C3a anaphylatoxin chemotactic receptor		1	NC_044211.2	27971215	27980677	plus	2		
59729	Taeniopygia guttata	100231702	0	live	NAPG		NSF attachment protein gamma	gamma-soluble NSF attachment protein		2	NC_044213.2	99555560	99567892	minus	12		
59729	Taeniopygia guttata	100231701	0	live	TNNI1		troponin I1, slow skeletal type	troponin I, slow skeletal muscle		26	NC_044238.2	6139115	6146026	plus	9		
59729	Taeniopygia guttata	100231700	0	live	SLCO4C1		solute carrier organic anion transporter family member 4C1	solute carrier organic anion transporter family member 4C1		Z	NC_044241.2	18711426	18738533	minus	13		
59729	Taeniopygia guttata	100231696	0	live	ANAPC11		anaphase promoting complex subunit 11	anaphase-promoting complex subunit 11		18	NC_044230.2	2196272	2196745	plus	2		
59729	Taeniopygia guttata	100231690	0	live	LGSN		lengsin, lens protein with glutamine synthetase domain	lengsin|glutamate-ammonia ligase (glutamine synthase) domain containing 1		3	NC_044214.2	25939415	25980658	minus	6		
59729	Taeniopygia guttata	100231679	0	live	CD109		CD109 molecule	CD109 antigen		3	NC_044214.2	30216030	30287726	plus	33		
59729	Taeniopygia guttata	100231676	0	live	FN1		fibronectin 1	fibronectin		7	NC_044219.2	158766	209944	plus	47		
59729	Taeniopygia guttata	100231674	0	live	ALAS1		5'-aminolevulinate synthase 1	5-aminolevulinate synthase, nonspecific, mitochondrial|aminolevulinate, delta, synthase 1|aminolevulinate, delta-, synthase 1		12	NC_044224.2	14291633	14298816	minus	10		
59729	Taeniopygia guttata	100231673	0	live	PACSIN2		protein kinase C and casein kinase substrate in neurons 2	protein kinase C and casein kinase substrate in neurons protein 2		1A	NC_044212.2	62932760	62984104	plus	15		
59729	Taeniopygia guttata	100231672	0	live	MREG		melanoregulin	melanoregulin		7	NC_044219.2	1057870	1072304	minus	5		
59729	Taeniopygia guttata	100231668	0	live	GNL3		G protein nucleolar 3	guanine nucleotide-binding protein-like 3		12	NC_044224.2	14917225	14924632	plus	15		
59729	Taeniopygia guttata	100231655	0	live	RRS1		ribosome biogenesis regulator 1 homolog	ribosome biogenesis regulatory protein homolog|ribosome biogenesis regulator homolog		2	NC_044213.2	116708314	116709615	plus	1		
59729	Taeniopygia guttata	100231652	0	live	IQSEC3		IQ motif and Sec7 domain ArfGEF 3	IQ motif and SEC7 domain-containing protein 3|IQ motif and Sec7 domain 3		1A	NC_044212.2	70117609	70215406	minus	15		
59729	Taeniopygia guttata	100231651	0	live	SETDB1		SET domain bifurcated histone lysine methyltransferase 1	histone-lysine N-methyltransferase SETDB1|SET domain bifurcated 1		25	NC_044237.2	1990559	2005521	plus	24		
59729	Taeniopygia guttata	100231650	0	live	ENO2		enolase 2	gamma-enolase		1	NC_044211.2	26505040	26514641	plus	12		
59729	Taeniopygia guttata	100231649	0	live	FBXO33		F-box protein 33	F-box only protein 33		5	NC_044217.2	38490997	38510527	minus	4		
59729	Taeniopygia guttata	100231647	0	live	EPB42		erythrocyte membrane protein band 4.2	protein 4.2		20	NC_044232.2	6640333	6649621	plus	13		
59729	Taeniopygia guttata	100231646	0	live	FARS2		phenylalanyl-tRNA synthetase 2, mitochondrial	phenylalanine--tRNA ligase, mitochondrial		2	NC_044213.2	63087488	63318016	plus	12		
59729	Taeniopygia guttata	100231645	0	live	ZDHHC5		zinc finger DHHC-type palmitoyltransferase 5	palmitoyltransferase ZDHHC5|zinc finger DHHC-type containing 5|zinc finger, DHHC domain containing 5		5	NC_044217.2	8896460	8908148	plus	11		
59729	Taeniopygia guttata	100231644	0	live	BATF		basic leucine zipper ATF-like transcription factor	basic leucine zipper transcriptional factor ATF-like		5	NC_044217.2	39203111	39215481	plus	4		
59729	Taeniopygia guttata	100231638	0	live	SPP1		secreted phosphoprotein 1	osteopontin		4	NC_044215.2	60888254	60892852	plus	8		
59729	Taeniopygia guttata	100231634	0	live	SAMD10		sterile alpha motif domain containing 10	sterile alpha motif domain-containing protein 10		20	NC_044232.2	8271216	8282515	minus	6		
59729	Taeniopygia guttata	100231632	0	live	RAPGEF6		Rap guanine nucleotide exchange factor 6	rap guanine nucleotide exchange factor 6|rap guanine nucleotide exchange factor 6-like		13	NC_044225.2	7685210	7807690	plus	32		
59729	Taeniopygia guttata	100231631	0	live	ACBD5		acyl-CoA binding domain containing 5	acyl-CoA-binding domain-containing protein 5|acyl-Coenzyme A binding domain containing 5		2	NC_044213.2	16489403	16519272	minus	13		
59729	Taeniopygia guttata	100231628	0	live	TUBB1		tubulin beta 1 class VI	tubulin beta-1 chain		20	NC_044232.2	11332034	11339390	minus	5		
59729	Taeniopygia guttata	100231623	0	live	NPFFR2		neuropeptide FF receptor 2	neuropeptide FF receptor 2		4	NC_044215.2	66227056	66235072	plus	5		
59729	Taeniopygia guttata	100231620	0	live	BABAM2	BRE	BRISC and BRCA1 A complex member 2	BRISC and BRCA1-A complex member 2|brain and reproductive organ-expressed (TNFRSF1A modulator)		3	NC_044214.2	105570485	105730561	minus	15		
59729	Taeniopygia guttata	100231617	0	live	TGFB2		transforming growth factor beta 2	transforming growth factor beta-2 proprotein		3	NC_044214.2	103051720	103112824	plus	7		
59729	Taeniopygia guttata	100231614	0	live	TDRD9		tudor domain containing 9	ATP-dependent RNA helicase TDRD9		5	NC_044217.2	52215509	52283827	plus	39		
59729	Taeniopygia guttata	100231613	0	live	WDR26		WD repeat domain 26	WD repeat-containing protein 26|WD repeat-containing protein 26-like		3	NC_044214.2	95250570	95281985	plus	14		
59729	Taeniopygia guttata	100231610	0	live	JAG2		jagged canonical Notch ligand 2	protein jagged-2|jagged 2		5	NC_044217.2	53873614	53941951	minus	27		
59729	Taeniopygia guttata	100231607	0	live	TCIRG1		T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	V-type proton ATPase 116 kDa subunit a3		5	NC_044217.2	9557397	9562809	minus	20		
59729	Taeniopygia guttata	100231606	0	live	INS		insulin	insulin		5	NC_044217.2	15204545	15207827	plus	3		
59729	Taeniopygia guttata	100231605	0	live	EXT2		exostosin glycosyltransferase 2	exostosin-2|exostoses (multiple) 2|exostosin 2		5	NC_044217.2	21437974	21510746	plus	15		
59729	Taeniopygia guttata	100231604	0	live	PLA2G4F		phospholipase A2 group IVF	cytosolic phospholipase A2 zeta		5	NC_044217.2	25675137	25701545	minus	20		
59729	Taeniopygia guttata	100231603	0	live	NIN		ninein	ninein		5	NC_044217.2	59691682	59751227	plus	32		
59729	Taeniopygia guttata	100231599	0	live	CLXN	EFCAB1	calaxin	EF-hand calcium-binding domain-containing protein 1|EF-hand calcium binding domain 1		2	NC_044213.2	23512302	23517613	minus	6		
59729	Taeniopygia guttata	100231598	0	live	TYRO3		TYRO3 protein tyrosine kinase	tyrosine-protein kinase receptor TYRO3		5	NC_044217.2	25012437	25054622	plus	20		
59729	Taeniopygia guttata	100231586	0	live	MNAT1		MNAT1 component of CDK activating kinase	CDK-activating kinase assembly factor MAT1|MNAT1, CDK activating kinase assembly factor|menage a trois homolog 1, cyclin H assembly factor		5	NC_044217.2	56163983	56280341	minus	9		
59729	Taeniopygia guttata	100231585	0	live	FRMD4A		FERM domain containing 4A	FERM domain-containing protein 4A		1A	NC_044212.2	6622336	6979249	minus	30		
59729	Taeniopygia guttata	100231582	0	live	CSNK2A1		casein kinase 2 alpha 1	casein kinase II subunit alpha|casein kinase II alpha 1 subunit		20	NC_044232.2	7654177	7676749	minus	14		
59729	Taeniopygia guttata	100231571	0	live	FITM2		fat storage inducing transmembrane protein 2	acyl-coenzyme A diphosphatase FITM2		20	NC_044232.2	6193497	6198514	plus	2		
59729	Taeniopygia guttata	100231567	0	live	TANC1		tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	protein TANC1		7	NC_044219.2	37713050	37771864	plus	28		
59729	Taeniopygia guttata	100231563	0	live	NR4A1		nuclear receptor subfamily 4 group A member 1	nuclear receptor subfamily 4 group A member 1		29	NC_044242.2	1067352	1073079	plus	7		
59729	Taeniopygia guttata	100231562	0	live	ADM		adrenomedullin	pro-adrenomedullin		5	NC_044217.2	10177761	10180652	minus	4		
59729	Taeniopygia guttata	100231556	0	live	CDH4		cadherin 4	cadherin-4		20	NC_044232.2	10287593	10709293	minus	18		
59729	Taeniopygia guttata	100231552	0	live	SERPINA10		serpin family A member 10	protein Z-dependent protease inhibitor		5	NC_044217.2	46871897	46879604	minus	5		
59729	Taeniopygia guttata	100231550	0	live	TENM2		teneurin transmembrane protein 2	teneurin-2|odz, odd Oz/ten-m homolog 2		13	NC_044225.2	4349890	4953931	plus	35		
59729	Taeniopygia guttata	100231548	0	live	VPS41		VPS41 subunit of HOPS complex	vacuolar protein sorting-associated protein 41 homolog|VPS41, HOPS complex subunit		2	NC_044213.2	54148980	54259482	plus	32		
59729	Taeniopygia guttata	100231547	0	live	ASCL2		achaete-scute family bHLH transcription factor 2	achaete-scute homolog 2|achaete-scute complex homolog 2		5	NC_044217.2	15116743	15118228	plus	2		
59729	Taeniopygia guttata	100231546	0	live	AK7		adenylate kinase 7	adenylate kinase 7		5	NC_044217.2	47877182	47906092	plus	18		
59729	Taeniopygia guttata	100231544	0	live	ATP6V1G3		ATPase H+ transporting V1 subunit G3	V-type proton ATPase subunit G 3		8	NC_044220.2	21805762	21817046	plus	3		
59729	Taeniopygia guttata	100231540	0	live	UTP25	DIEXF	UTP25 small subunit processome component	digestive organ expansion factor homolog|UTP25 small subunit processor component		3	NC_044214.2	99478372	99493682	plus	12		
59729	Taeniopygia guttata	100231539	0	live	ARHGAP21		Rho GTPase activating protein 21	rho GTPase-activating protein 21		2	NC_044213.2	17384875	17497313	plus	27		
59729	Taeniopygia guttata	100231533	0	live	PDE3B		phosphodiesterase 3B	cGMP-inhibited 3',5'-cyclic phosphodiesterase B		5	NC_044217.2	11784709	11868373	plus	16		
59729	Taeniopygia guttata	100231525	0	live	ARFGAP2		ADP ribosylation factor GTPase activating protein 2	ADP-ribosylation factor GTPase-activating protein 2		5	NC_044217.2	23066732	23076280	plus	17		
59729	Taeniopygia guttata	100231523	0	live	MDGA2		MAM domain containing glycosylphosphatidylinositol anchor 2	MAM domain-containing glycosylphosphatidylinositol anchor protein 2		5	NC_044217.2	60432445	60628354	plus	18		
59729	Taeniopygia guttata	100231516	0	live	SRBD1		S1 RNA binding domain 1	S1 RNA-binding domain-containing protein 1		3	NC_044214.2	96028802	96151268	plus	23		
59729	Taeniopygia guttata	100231514	0	live	SEL1L		SEL1L adaptor subunit of SYVN1 ubiquitin ligase	protein sel-1 homolog 1|SEL1L adaptor subunit of ERAD E3 ubiquitin ligase|SEL1L, ERAD E3 ligase adaptor subunit		5	NC_044217.2	41954381	41989043	minus	21		
59729	Taeniopygia guttata	100231503	0	live	PLK2		polo like kinase 2	serine/threonine-protein kinase PLK2		Z	NC_044241.2	51145850	51151670	minus	14		
59729	Taeniopygia guttata	100231502	0	live	EEF1A2		eukaryotic translation elongation factor 1 alpha 2	elongation factor 1-alpha 2		20	NC_044232.2	8755635	8771507	plus	9		
59729	Taeniopygia guttata	100231500	0	live	CFL2		cofilin 2	cofilin-2		5	NC_044217.2	36699867	36705581	minus	4		
59729	Taeniopygia guttata	100231498	0	live	KIF2A		kinesin family member 2A	kinesin-like protein KIF2A		Z	NC_044241.2	52501734	52546297	plus	21		
59729	Taeniopygia guttata	100231494	0	live	NKX2-8		NK2 homeobox 8	homeobox protein Nkx-2.8		5	NC_044217.2	37502589	37505168	minus	2		
59729	Taeniopygia guttata	100231489	0	live	DAPK1		death associated protein kinase 1	death-associated protein kinase 1		Z	NC_044241.2	10709668	10795646	minus	26		
59729	Taeniopygia guttata	100231485	0	live	PDE6C		phosphodiesterase 6C	cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'		6	NC_044218.2	19788505	19812914	minus	22		
59729	Taeniopygia guttata	100231484	0	live	USP30		ubiquitin specific peptidase 30	ubiquitin carboxyl-terminal hydrolase 30		15	NC_044227.2	9854720	9867375	minus	12		
59729	Taeniopygia guttata	100231481	0	live	ST3GAL2		ST3 beta-galactoside alpha-2,3-sialyltransferase 2	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2		11	NC_044223.2	4618069	4631027	minus	9		
59729	Taeniopygia guttata	100231478	0	live	BCAR1		BCAR1 scaffold protein, Cas family member	breast cancer anti-estrogen resistance protein 1|BCAR1, Cas family scaffold protein|BCAR1, Cas family scaffolding protein		11	NC_044223.2	4369022	4375800	plus	7		
59729	Taeniopygia guttata	100231477	0	live	RPL18A		ribosomal protein L18a	60S ribosomal protein L18a		1A	NC_044212.2	32355059	32358522	minus	5		
59729	Taeniopygia guttata	100231474	0	live	RLIG1	C1AH12orf29	RNA 5'-phosphate and 3'-OH ligase 1	uncharacterized protein C12orf29 homolog|chromosome 1A C12orf29 homolog		1A	NC_044212.2	41272222	41278796	plus	8		
59729	Taeniopygia guttata	100231471	0	live	RASSF3		Ras association domain family member 3	ras association domain-containing protein 3		1A	NC_044212.2	32419085	32522840	plus	9		
59729	Taeniopygia guttata	100231470	0	live	RPL13		ribosomal protein L13	60S ribosomal protein L13		11	NC_044223.2	11363664	11368871	plus	6		
59729	Taeniopygia guttata	100231468	0	live	TWNK		twinkle mtDNA helicase	twinkle protein, mitochondrial		6	NC_044218.2	22808146	22813254	minus	5		
59729	Taeniopygia guttata	100231466	0	live	NUP107		nucleoporin 107	nuclear pore complex protein Nup107		1A	NC_044212.2	33994948	34016722	plus	28		
59729	Taeniopygia guttata	100231465	0	live	NARS1	NARS	asparaginyl-tRNA synthetase 1	asparagine--tRNA ligase, cytoplasmic		Z	NC_044241.2	318601	325786	plus	15		
59729	Taeniopygia guttata	100231459	0	live	MACO1	TMEM57	macoilin 1	macoilin|transmembrane protein 57		23	NC_044235.2	3212480	3237200	plus	13		
59729	Taeniopygia guttata	100231458	0	live	SLC5A7		solute carrier family 5 member 7	high affinity choline transporter 1		1	NC_044211.2	86910225	86935550	plus	9		
59729	Taeniopygia guttata	100231454	0	live	TNFSF13B		TNF superfamily member 13b	tumor necrosis factor ligand superfamily member 13B|tumor necrosis factor superfamily member 13b		1	NC_044211.2	79317375	79330010	plus	6		
59729	Taeniopygia guttata	100231447	0	live	AACS		acetoacetyl-CoA synthetase	acetoacetyl-CoA synthetase		15	NC_044227.2	12225675	12262193	plus	18		
59729	Taeniopygia guttata	100231438	0	live	TGFBRAP1		transforming growth factor beta receptor associated protein 1	transforming growth factor-beta receptor-associated protein 1		1	NC_044211.2	85964413	86000974	minus	12		
59729	Taeniopygia guttata	100231437	0	live	DNAH5		dynein axonemal heavy chain 5	LOW QUALITY PROTEIN: dynein heavy chain 5, axonemal		2	NC_044213.2	77764971	77906898	plus	72		
59729	Taeniopygia guttata	100231429	0	live	KCNIP2		potassium voltage-gated channel interacting protein 2	Kv channel-interacting protein 2		6	NC_044218.2	22258335	22301909	plus	11		
59729	Taeniopygia guttata	100231427	0	live	AOPEP	CZH9orf3	aminopeptidase O (putative)	aminopeptidase O		Z	NC_044241.2	10423689	10604075	minus	19		
59729	Taeniopygia guttata	100231425	0	live	SLC6A2		solute carrier family 6 member 2	sodium-dependent noradrenaline transporter|solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2		11	NC_044223.2	2915654	2977328	plus	14		
59729	Taeniopygia guttata	100231424	0	live	RAP2A		RAP2A, member of RAS oncogene family	ras-related protein Rap-2a		1	NC_044211.2	74298555	74329513	plus	2		
59729	Taeniopygia guttata	100231421	0	live	PUF60		poly(U) binding splicing factor 60	poly(U)-binding-splicing factor PUF60|fuse-binding protein-interacting repressor		2	NC_044213.2	151392193	151412453	plus	12		
59729	Taeniopygia guttata	100231420	0	live	TPCN1		two pore segment channel 1	two pore calcium channel protein 1		15	NC_044227.2	4136631	4177009	plus	28		
59729	Taeniopygia guttata	100231414	0	live	NOS1		nitric oxide synthase 1	nitric oxide synthase, brain		15	NC_044227.2	1858823	1928194	plus	30		
59729	Taeniopygia guttata	100231406	0	live	KCNC2		potassium voltage-gated channel subfamily C member 2	potassium voltage-gated channel subfamily C member 2|potassium voltage-gated channel, Shaw-related subfamily, member 2		1A	NC_044212.2	36248132	36349360	minus	8		
59729	Taeniopygia guttata	100231402	0	live	ANAPC4		anaphase promoting complex subunit 4	anaphase-promoting complex subunit 4		4	NC_044215.2	18168930	18186941	plus	29		
59729	Taeniopygia guttata	100231399	0	live	CTPS1		CTP synthase 1	CTP synthase 1		23	NC_044235.2	4479055	4496066	plus	19		
59729	Taeniopygia guttata	100231396	0	live	POP4		POP4 homolog, ribonuclease P/MRP subunit	ribonuclease P protein subunit p29		11	NC_044223.2	14360738	14364296	plus	7		
59729	Taeniopygia guttata	100231395	0	live	HPCAL4		hippocalcin like 4	hippocalcin-like protein 4		23	NC_044235.2	2737884	2743253	minus	5		
59729	Taeniopygia guttata	100231394	0	live	PNPLA4		patatin like phospholipase domain containing 4	patatin-like phospholipase domain-containing protein 4		1	NC_044211.2	93039143	93058820	minus	12		
59729	Taeniopygia guttata	100231385	0	live	ZMPSTE24		zinc metallopeptidase STE24	CAAX prenyl protease 1 homolog		23	NC_044235.2	105386	118276	minus	10		
59729	Taeniopygia guttata	100231384	0	live	PBX1		PBX homeobox 1	pre-B-cell leukemia transcription factor 1		8	NC_044220.2	28685138	28813702	plus	9		
59729	Taeniopygia guttata	100231383	0	live	PROZ		protein Z, vitamin K dependent plasma glycoprotein	vitamin K-dependent protein Z		1	NC_044211.2	88362341	88374026	minus	8		
59729	Taeniopygia guttata	100231381	0	live	RILPL1		Rab interacting lysosomal protein like 1	RILP-like protein 1		15	NC_044227.2	11611852	11632902	minus	9		
59729	Taeniopygia guttata	100231378	0	live	IDUA		alpha-L-iduronidase	alpha-L-iduronidase|iduronidase alpha-L-		Z	NC_044241.2	4653293	4700164	plus	14		
59729	Taeniopygia guttata	100231377	0	live	LIMS1		LIM zinc finger domain containing 1	LIM and senescent cell antigen-like-containing domain protein 1		1	NC_044211.2	87073762	87140662	plus	16		
59729	Taeniopygia guttata	100231376	0	live	WFS1		wolframin ER transmembrane glycoprotein	wolframin		4	NC_044215.2	11959673	11992050	minus	9		
59729	Taeniopygia guttata	100231374	0	live	SLC49A3	MFSD7	solute carrier family 49 member 3	solute carrier family 49 member A3|major facilitator superfamily domain containing 7|major facilitator superfamily domain-containing protein 7-a-like		Z	NC_044241.2	5413491	5438505	minus	10		
59729	Taeniopygia guttata	100231372	0	live	GPR78		G protein-coupled receptor 78	G-protein coupled receptor 78		4	NC_044215.2	10301226	10308933	minus	3		
59729	Taeniopygia guttata	100231368	0	live	APOBEC2		apolipoprotein B mRNA editing enzyme catalytic subunit 2	C->U-editing enzyme APOBEC-2		26	NC_044238.2	2064009	2079874	plus	6		
59729	Taeniopygia guttata	100231363	0	live	CDC25A		cell division cycle 25A	M-phase inducer phosphatase 1		2	NC_044213.2	891182	903027	minus	16		
59729	Taeniopygia guttata	100231362	0	live	POU3F4		POU class 3 homeobox 4	POU domain, class 3, transcription factor 4		4A	NC_044216.2	4406675	4410089	minus	1		
59729	Taeniopygia guttata	100231361	0	live	RAB7B		RAB7B, member RAS oncogene family	ras-related protein Rab-7b		26	NC_044238.2	3575149	3579768	minus	6		
59729	Taeniopygia guttata	100231356	0	live	ZBTB47		zinc finger and BTB domain containing 47	zinc finger and BTB domain-containing protein 47		2	NC_044213.2	2706731	2730064	minus	6		
59729	Taeniopygia guttata	100231355	0	live	CDX4		caudal type homeobox 4	homeobox protein CDX-4		4A	NC_044216.2	16203041	16211738	plus	3		
59729	Taeniopygia guttata	100231352	0	live	WNT3		Wnt family member 3	proto-oncogene Wnt-3		27	NC_044239.2	4009591	4055853	minus	4		
59729	Taeniopygia guttata	100231351	0	live	SLC33A1		solute carrier family 33 member 1	acetyl-coenzyme A transporter 1		9	NC_044221.2	24655159	24665197	plus	6		
59729	Taeniopygia guttata	100231349	0	live	HPRT1		hypoxanthine phosphoribosyltransferase 1	hypoxanthine-guanine phosphoribosyltransferase|hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)		4A	NC_044216.2	6716181	6732760	minus	9		
